name,book,profile,label,qty_normal,qty_accel,qty_defensive,qty_approach,accel_dd_frac,accel_min_pnl,defensive_dd_frac,approach,approach_mult,governor,daily_stop,daily_stop_value,streak,day_profit_frac,n_paths,P(pass),P(pass)_se,P(breach),P(timeout),median_days_to_pass,p75_days_to_pass,p90_days_to_pass,p95_days_to_pass,P(pass <=10d),P(pass <=14d),P(pass <=20d),P(pass <=30d),median_trades_to_pass,median_max_drawdown_before_pass,probability_consistency_rule_delays_pass,average_adjusted_profit_target,expected_number_of_attempts,expected_evaluation_cost,expected_evaluation_cost_note,expected_evaluation_cost_status,mean_accel_days,max_executable,cap_note,qty_normal_used,qty_accel_used,EVAL_STATES,mode
Q1_FIXED__APPR_REDUCE,NQ,FUNDEDNEXT_FLEX_50K,qty,1,1,1,1,1.01,0.0,0.0,REDUCE,1.5,none,none,0.0,none,0.0,2500,0.63,0.009656086163658649,0.37,0.0,40.0,57.0,76.0,88.0,0.006349206349206349,0.04253968253968254,0.1295238095238095,0.31936507936507935,139.0,915.8000000000175,0.0,2500.0,1.5873015873015872,111.09523809523809,FundedNext first_5=69.99 then 79.99; geometric attempts until first pass,CONFIRMED,0.0,9,OK,1,1,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q1_FIXED__APPR_SKIP,NQ,FUNDEDNEXT_FLEX_50K,qty,1,1,1,1,1.01,0.0,0.0,SKIP,1.0,none,none,0.0,none,0.0,2500,0.2416,0.008561061616411835,0.3604,0.398,37.0,52.0,71.70000000000005,80.0,0.009933774834437087,0.054635761589403975,0.15894039735099338,0.3741721854304636,127.0,839.9500000000335,0.0,2500.0,4.139072847682119,289.6937086092715,FundedNext first_5=69.99 then 79.99; geometric attempts until first pass,CONFIRMED,0.0,9,OK,1,1,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q2_FIXED__APPR_REDUCE,NQ,FUNDEDNEXT_FLEX_50K,qty,2,2,2,1,1.01,0.0,0.0,REDUCE,1.5,none,none,0.0,none,0.0,2500,0.49,0.00999799979995999,0.51,0.0,13.0,18.0,25.0,29.0,0.3510204081632653,0.5926530612244898,0.8293877551020408,0.9640816326530612,46.0,739.6000000000204,0.0,2500.0,2.0408163265306123,142.83673469387753,FundedNext first_5=69.99 then 79.99; geometric attempts until first pass,CONFIRMED,0.0,9,OK,2,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q2_FIXED__APPR_SKIP,NQ,FUNDEDNEXT_FLEX_50K,qty,2,2,2,1,1.01,0.0,0.0,SKIP,1.0,none,none,0.0,none,0.0,2500,0.2068,0.008100216293408466,0.4808,0.3124,11.0,16.0,22.0,25.0,0.48549323017408125,0.6808510638297872,0.8781431334622823,0.9787234042553191,39.0,645.6000000000058,0.0,2500.0,4.835589941972921,338.4429400386847,FundedNext first_5=69.99 then 79.99; geometric attempts until first pass,CONFIRMED,0.0,9,OK,2,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q3_FIXED__APPR_REDUCE,NQ,FUNDEDNEXT_FLEX_50K,qty,3,3,3,1,1.01,0.0,0.0,REDUCE,1.5,none,none,0.0,none,0.0,2500,0.4184,0.009865930062594199,0.5816,0.0,11.0,17.0,25.0,30.0,0.47418738049713194,0.6682600382409177,0.8260038240917782,0.9541108986615678,39.0,874.5999999999949,0.3628,2730.1583,2.390057361376673,167.28011472275335,FundedNext first_5=69.99 then 79.99; geometric attempts until first pass,CONFIRMED,0.0,9,OK,3,3,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q3_FIXED__APPR_SKIP,NQ,FUNDEDNEXT_FLEX_50K,qty,3,3,3,1,1.01,0.0,0.0,SKIP,1.0,none,none,0.0,none,0.0,2500,0.1336,0.006804440902822215,0.5116,0.3548,6.0,8.0,11.0,14.0,0.8952095808383234,0.9580838323353293,0.9970059880239521,1.0,23.0,672.5999999999913,0.1428,2718.0574,7.485029940119761,548.7275449101796,FundedNext first_5=69.99 then 79.99; geometric attempts until first pass,CONFIRMED,0.0,9,OK,3,3,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q2_DEF50__APPR_REDUCE,NQ,FUNDEDNEXT_FLEX_50K,qty,2,2,1,1,1.01,0.0,0.5,REDUCE,1.5,none,none,0.0,none,0.0,2500,0.4932,0.009999075157233292,0.5068,0.0,14.0,22.0,32.0,39.0,0.29683698296836986,0.505271695052717,0.7055961070559611,0.8824006488240065,51.0,822.2000000000262,0.0,2500.0,2.02757502027575,141.90997566909974,FundedNext first_5=69.99 then 79.99; geometric attempts until first pass,CONFIRMED,0.0,9,OK,2,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q2_DEF50__APPR_SKIP,NQ,FUNDEDNEXT_FLEX_50K,qty,2,2,1,1,1.01,0.0,0.5,SKIP,1.0,none,none,0.0,none,0.0,2500,0.1924,0.007883710801392958,0.4732,0.3344,12.0,19.0,30.0,35.0,0.4095634095634096,0.577962577962578,0.7837837837837838,0.9126819126819127,43.0,785.2000000000116,0.0,2500.0,5.197505197505198,365.7484407484407,FundedNext first_5=69.99 then 79.99; geometric attempts until first pass,CONFIRMED,0.0,9,OK,2,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q1_ACCEL2_C70__APPR_REDUCE,NQ,FUNDEDNEXT_FLEX_50K,qty,1,2,1,1,0.7,0.0,0.0,REDUCE,1.5,none,none,0.0,none,0.0,2500,0.5684,0.009905986876631728,0.4316,0.0,24.0,38.0,53.0,64.0,0.14215341308937368,0.24630541871921183,0.41168191414496835,0.6375791695988741,84.0,933.1000000000276,0.0,2500.0,1.7593244194229416,123.13511611541168,FundedNext first_5=69.99 then 79.99; geometric attempts until first pass,CONFIRMED,8.234,9,OK,1,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q1_ACCEL2_C70__APPR_SKIP,NQ,FUNDEDNEXT_FLEX_50K,qty,1,2,1,1,0.7,0.0,0.0,SKIP,1.0,none,none,0.0,none,0.0,2500,0.2212,0.008301097758730468,0.4188,0.36,21.0,36.0,51.0,60.39999999999998,0.2314647377938517,0.3453887884267631,0.488245931283906,0.6654611211573237,73.0,935.6000000000204,0.0,2500.0,4.520795660036166,316.4104882459312,FundedNext first_5=69.99 then 79.99; geometric attempts until first pass,CONFIRMED,86.7628,9,OK,1,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q2_ACCEL3_DEF40__APPR_REDUCE,NQ,FUNDEDNEXT_FLEX_50K,qty,2,3,1,1,0.8,0.0,0.4,REDUCE,1.5,none,none,0.0,none,0.0,2500,0.4568,0.009962605281752359,0.5432,0.0,13.0,20.0,29.90000000000009,36.0,0.37915936952714535,0.5665499124343257,0.7653239929947461,0.9133099824868651,45.0,968.3999999999942,0.2576,2641.219,2.189141856392294,153.21803852889667,FundedNext first_5=69.99 then 79.99; geometric attempts until first pass,CONFIRMED,4.866,9,OK,2,3,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q2_ACCEL3_DEF40__APPR_SKIP,NQ,FUNDEDNEXT_FLEX_50K,qty,2,3,1,1,0.8,0.0,0.4,SKIP,1.0,none,none,0.0,none,0.0,2500,0.1576,0.007287310615034877,0.5084,0.334,9.0,14.0,22.0,26.349999999999966,0.5786802030456852,0.7614213197969543,0.883248730964467,0.9695431472081218,34.0,805.6000000000058,0.1312,2656.4537,6.34517766497462,457.5507614213198,FundedNext first_5=69.99 then 79.99; geometric attempts until first pass,CONFIRMED,77.6136,9,OK,2,3,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q1_FIXED,NQ,MFFU_RAPID_EOD_50K,qty,1,1,1,1,1.01,0.0,0.0,NONE,1.5,none,none,0.0,none,0.0,2500,0.708,0.00909364613342745,0.292,0.0,55.0,77.0,101.10000000000014,120.0,0.0,0.005084745762711864,0.03785310734463277,0.15141242937853108,189.0,1102.6000000000013,0.0,3000.0,1.4124293785310735,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,1,1,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q2_FIXED,NQ,MFFU_RAPID_EOD_50K,qty,2,2,2,1,1.01,0.0,0.0,NONE,1.5,none,none,0.0,none,0.0,2500,0.5384,0.009970465184734361,0.4616,0.0,17.0,25.0,33.0,38.0,0.19465081723625557,0.38558692421991086,0.6300148588410104,0.8722139673105498,60.0,1089.4000000000005,0.0,3000.0,1.8573551263001487,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,2,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q3_FIXED,NQ,MFFU_RAPID_EOD_50K,qty,3,3,3,1,1.01,0.0,0.0,NONE,1.5,none,none,0.0,none,0.0,2500,0.3936,0.009770957783144905,0.6064,0.0,11.0,16.0,22.0,25.0,0.45121951219512196,0.6869918699186992,0.8821138211382114,0.9857723577235772,40.0,968.4000000000001,0.4696,3627.9168,2.540650406504065,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,3,3,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q4_FIXED,NQ,MFFU_RAPID_EOD_50K,qty_stretch,4,4,2,1,1.01,0.0,0.0,NONE,1.5,none,none,0.0,none,0.0,2500,0.2732,0.008912053859801343,0.7268,0.0,9.0,13.0,17.0,19.0,0.5929721815519766,0.8316251830161054,0.9736456808199122,1.0,34.0,1291.1999999999998,0.4412,4463.2912,3.6603221083455346,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,4,4,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q1_ACCEL2_C70,NQ,MFFU_RAPID_EOD_50K,qty,1,2,1,1,0.7,0.0,0.0,NONE,1.5,none,none,0.0,none,0.0,2500,0.6428,0.009583489134965406,0.3572,0.0,35.0,55.0,79.0,98.69999999999982,0.08089607965152458,0.15868077162414437,0.26757934038581205,0.42626011200995645,121.0,1192.6000000000004,0.0,3000.0,1.5556938394523956,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,11.024,12,OK,1,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q1_ACCEL2_C80_P200,NQ,MFFU_RAPID_EOD_50K,qty,1,2,1,1,0.8,200.0,0.0,NONE,1.5,none,none,0.0,none,0.0,2500,0.672,0.009389696480717573,0.3276,0.0004,38.0,60.25,86.0,102.04999999999995,0.0625,0.11964285714285715,0.22142857142857142,0.37976190476190474,134.0,1161.200000000004,0.0,3000.0,1.488095238095238,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,9.204,12,OK,1,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q1_ACCEL3_C80_P400,NQ,MFFU_RAPID_EOD_50K,qty,1,3,1,1,0.8,400.0,0.0,NONE,1.5,none,none,0.0,none,0.0,2500,0.5464,0.009956847693924015,0.4532,0.0004,36.0,58.0,85.0,105.0,0.07906295754026355,0.14641288433382138,0.2525622254758419,0.4172767203513909,125.0,1281.3500000000013,0.6076,3508.8956,1.8301610541727673,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,6.29,12,OK,1,3,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q2_DEF50,NQ,MFFU_RAPID_EOD_50K,qty,2,2,1,1,1.01,0.0,0.5,NONE,1.5,none,none,0.0,none,0.0,2500,0.5732,0.009892254748033938,0.4268,0.0,20.0,32.0,46.799999999999955,60.0,0.19609211444521982,0.33845080251221216,0.5191905094207956,0.7166782972784368,69.0,1136.8999999999999,0.0,3000.0,1.7445917655268666,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,2,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q2_ACCEL3_DEF40,NQ,MFFU_RAPID_EOD_50K,qty,2,3,1,1,0.8,0.0,0.4,NONE,1.5,none,none,0.0,none,0.0,2500,0.4456,0.009940636599333063,0.5544,0.0,17.0,27.0,40.0,50.0,0.2719928186714542,0.4263913824057451,0.618491921005386,0.7935368043087971,60.0,1180.8000000000002,0.4992,3464.2208,2.244165170556553,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,5.6552,12,OK,2,3,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q3_DEF45,NQ,MFFU_RAPID_EOD_50K,qty,3,3,1,1,1.01,0.0,0.45,NONE,1.5,none,none,0.0,none,0.0,2500,0.3768,0.009691682206923626,0.6232,0.0,12.0,21.0,29.0,35.0,0.43736730360934184,0.5944798301486199,0.7473460721868365,0.9203821656050956,44.0,968.4000000000001,0.4556,3601.8964,2.653927813163482,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,3,3,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q1_FIXED__APPR_REDUCE,NQ,MFFU_RAPID_EOD_50K,qty,1,1,1,1,1.01,0.0,0.0,REDUCE,1.5,none,none,0.0,none,0.0,2500,0.7292,0.008887459929586181,0.2708,0.0,53.0,75.0,99.0,118.0,0.0005485463521667581,0.004936917169500823,0.047723532638507954,0.15633571036752605,181.0,1048.9,0.0,3000.0,1.3713658804168953,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,1,1,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q1_FIXED__APPR_SKIP,NQ,MFFU_RAPID_EOD_50K,qty,1,1,1,1,1.01,0.0,0.0,SKIP,1.0,none,none,0.0,none,0.0,2500,0.2856,0.009033994465351415,0.264,0.4504,51.0,74.0,96.70000000000005,117.0,0.0,0.014005602240896359,0.05742296918767507,0.1722689075630252,173.5,1078.1500000000008,0.0,3000.0,3.501400560224089,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,1,1,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q2_FIXED__APPR_REDUCE,NQ,MFFU_RAPID_EOD_50K,qty,2,2,2,1,1.01,0.0,0.0,REDUCE,1.5,none,none,0.0,none,0.0,2500,0.5536,0.009942374766623917,0.4464,0.0,18.0,26.0,35.0,41.0,0.15679190751445088,0.3432080924855491,0.5910404624277457,0.8388728323699421,64.0,1095.1999999999998,0.0,3000.0,1.8063583815028903,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,2,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q2_FIXED__APPR_SKIP,NQ,MFFU_RAPID_EOD_50K,qty,2,2,2,1,1.01,0.0,0.0,SKIP,1.0,none,none,0.0,none,0.0,2500,0.2104,0.008151854758274341,0.4416,0.348,16.0,23.0,30.0,35.0,0.24904942965779467,0.4296577946768061,0.6653992395437263,0.908745247148289,57.0,1052.0999999999997,0.0,3000.0,4.752851711026616,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,2,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q3_FIXED__APPR_REDUCE,NQ,MFFU_RAPID_EOD_50K,qty,3,3,3,1,1.01,0.0,0.0,REDUCE,1.5,none,none,0.0,none,0.0,2500,0.4232,0.009881331084423798,0.5768,0.0,15.0,22.0,30.300000000000068,37.0,0.2655954631379962,0.47542533081285443,0.7296786389413988,0.8998109640831758,53.0,1022.4000000000008,0.5052,3632.2436,2.3629489603024574,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,3,3,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q3_FIXED__APPR_SKIP,NQ,MFFU_RAPID_EOD_50K,qty,3,3,3,1,1.01,0.0,0.0,SKIP,1.0,none,none,0.0,none,0.0,2500,0.1132,0.006336742380750538,0.486,0.4008,10.0,13.5,18.0,20.0,0.5724381625441696,0.7985865724381626,0.950530035335689,1.0,35.0,968.4000000000001,0.1984,3633.3192,8.8339222614841,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,3,3,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
