name,book,profile,label,qty_normal,qty_accel,qty_defensive,qty_approach,accel_dd_frac,accel_min_pnl,defensive_dd_frac,approach,approach_mult,governor,daily_stop,daily_stop_value,streak,day_profit_frac,n_paths,P(pass),P(pass)_se,P(breach),P(timeout),median_days_to_pass,p75_days_to_pass,p90_days_to_pass,p95_days_to_pass,P(pass <=10d),P(pass <=14d),P(pass <=20d),P(pass <=30d),median_trades_to_pass,median_max_drawdown_before_pass,probability_consistency_rule_delays_pass,average_adjusted_profit_target,expected_number_of_attempts,expected_evaluation_cost,expected_evaluation_cost_note,expected_evaluation_cost_status,mean_accel_days,max_executable,cap_note,qty_normal_used,qty_accel_used,EVAL_STATES,mode
Q2_ACCEL3_DEF40__APPR_REDUCE,NQ,FUNDEDNEXT_FLEX_50K,qty,2,3,1,1,0.8,0.0,0.4,REDUCE,1.5,none,none,0.0,none,0.0,2500,0.4568,0.009962605281752359,0.5432,0.0,13.0,20.0,29.90000000000009,36.0,0.37915936952714535,0.5665499124343257,0.7653239929947461,0.9133099824868651,45.0,968.3999999999942,0.2576,2641.219,2.189141856392294,153.21803852889667,FundedNext first_5=69.99 then 79.99; geometric attempts until first pass,CONFIRMED,4.866,9,OK,2,3,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q2_ACCEL3_DEF40__APPR_SKIP,NQ,FUNDEDNEXT_FLEX_50K,qty,2,3,1,1,0.8,0.0,0.4,SKIP,1.0,none,none,0.0,none,0.0,2500,0.1576,0.007287310615034877,0.5084,0.334,9.0,14.0,22.0,26.349999999999966,0.5786802030456852,0.7614213197969543,0.883248730964467,0.9695431472081218,34.0,805.6000000000058,0.1312,2656.4537,6.34517766497462,457.5507614213198,FundedNext first_5=69.99 then 79.99; geometric attempts until first pass,CONFIRMED,77.6136,9,OK,2,3,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q1_FIXED__APPR_REDUCE,NQ,MFFU_RAPID_EOD_50K,qty,1,1,1,1,1.01,0.0,0.0,REDUCE,1.5,none,none,0.0,none,0.0,2500,0.7292,0.008887459929586181,0.2708,0.0,53.0,75.0,99.0,118.0,0.0005485463521667581,0.004936917169500823,0.047723532638507954,0.15633571036752605,181.0,1048.9,0.0,3000.0,1.3713658804168953,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,1,1,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q1_FIXED__APPR_SKIP,NQ,MFFU_RAPID_EOD_50K,qty,1,1,1,1,1.01,0.0,0.0,SKIP,1.0,none,none,0.0,none,0.0,2500,0.2856,0.009033994465351415,0.264,0.4504,51.0,74.0,96.70000000000005,117.0,0.0,0.014005602240896359,0.05742296918767507,0.1722689075630252,173.5,1078.1500000000008,0.0,3000.0,3.501400560224089,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,1,1,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q2_FIXED__APPR_REDUCE,NQ,MFFU_RAPID_EOD_50K,qty,2,2,2,1,1.01,0.0,0.0,REDUCE,1.5,none,none,0.0,none,0.0,2500,0.5536,0.009942374766623917,0.4464,0.0,18.0,26.0,35.0,41.0,0.15679190751445088,0.3432080924855491,0.5910404624277457,0.8388728323699421,64.0,1095.1999999999998,0.0,3000.0,1.8063583815028903,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,2,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q2_FIXED__APPR_SKIP,NQ,MFFU_RAPID_EOD_50K,qty,2,2,2,1,1.01,0.0,0.0,SKIP,1.0,none,none,0.0,none,0.0,2500,0.2104,0.008151854758274341,0.4416,0.348,16.0,23.0,30.0,35.0,0.24904942965779467,0.4296577946768061,0.6653992395437263,0.908745247148289,57.0,1052.0999999999997,0.0,3000.0,4.752851711026616,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,2,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q3_FIXED__APPR_REDUCE,NQ,MFFU_RAPID_EOD_50K,qty,3,3,3,1,1.01,0.0,0.0,REDUCE,1.5,none,none,0.0,none,0.0,2500,0.4232,0.009881331084423798,0.5768,0.0,15.0,22.0,30.300000000000068,37.0,0.2655954631379962,0.47542533081285443,0.7296786389413988,0.8998109640831758,53.0,1022.4000000000008,0.5052,3632.2436,2.3629489603024574,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,3,3,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q3_FIXED__APPR_SKIP,NQ,MFFU_RAPID_EOD_50K,qty,3,3,3,1,1.01,0.0,0.0,SKIP,1.0,none,none,0.0,none,0.0,2500,0.1132,0.006336742380750538,0.486,0.4008,10.0,13.5,18.0,20.0,0.5724381625441696,0.7985865724381626,0.950530035335689,1.0,35.0,968.4000000000001,0.1984,3633.3192,8.8339222614841,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,3,3,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q2_DEF50__APPR_REDUCE,NQ,MFFU_RAPID_EOD_50K,qty,2,2,1,1,1.01,0.0,0.5,REDUCE,1.5,none,none,0.0,none,0.0,2500,0.5676,0.00990818328453809,0.4324,0.0,20.0,33.0,50.0,61.0,0.16701902748414377,0.3143058491895701,0.5088090204369274,0.7145877378435518,70.0,1099.9999999999989,0.0,3000.0,1.7618040873854828,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,2,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q2_DEF50__APPR_SKIP,NQ,MFFU_RAPID_EOD_50K,qty,2,2,1,1,1.01,0.0,0.5,SKIP,1.0,none,none,0.0,none,0.0,2500,0.2264,0.008370018876920172,0.3964,0.3772,19.0,30.0,46.0,55.75,0.22614840989399293,0.37279151943462896,0.549469964664311,0.7597173144876325,66.0,1081.4999999999998,0.0,3000.0,4.41696113074205,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,2,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q1_ACCEL2_C70__APPR_REDUCE,NQ,MFFU_RAPID_EOD_50K,qty,1,2,1,1,0.7,0.0,0.0,REDUCE,1.5,none,none,0.0,none,0.0,2500,0.6532,0.009519028521860831,0.3468,0.0,34.0,55.0,78.0,93.0,0.07164727495407226,0.13962033067973056,0.2633190447030006,0.4507042253521127,117.0,1164.3,0.0,3000.0,1.5309246785058175,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,11.1112,12,OK,1,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q1_ACCEL2_C70__APPR_SKIP,NQ,MFFU_RAPID_EOD_50K,qty,1,2,1,1,0.7,0.0,0.0,SKIP,1.0,none,none,0.0,none,0.0,2500,0.2568,0.008737362531107427,0.3276,0.4156,32.0,53.0,76.79999999999995,88.94999999999993,0.11838006230529595,0.20404984423676012,0.3348909657320872,0.4735202492211838,113.0,1115.6499999999992,0.0,3000.0,3.8940809968847354,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,97.2472,12,OK,1,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q2_ACCEL3_DEF40__APPR_REDUCE,NQ,MFFU_RAPID_EOD_50K,qty,2,3,1,1,0.8,0.0,0.4,REDUCE,1.5,none,none,0.0,none,0.0,2500,0.4748,0.009987291124223825,0.5252,0.0,20.0,31.0,43.0,53.0,0.2055602358887953,0.34456613310867734,0.5122156697556866,0.7447346251053075,70.0,1180.0,0.5364,3449.8476,2.1061499578770007,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,6.4088,12,OK,2,3,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q2_ACCEL3_DEF40__APPR_SKIP,NQ,MFFU_RAPID_EOD_50K,qty,2,3,1,1,0.8,0.0,0.4,SKIP,1.0,none,none,0.0,none,0.0,2500,0.1352,0.006838741404673816,0.4484,0.4164,12.5,21.75,34.30000000000001,42.0,0.4171597633136095,0.5769230769230769,0.7337278106508875,0.863905325443787,46.0,968.4000000000001,0.2188,3445.2972,7.396449704142013,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,86.3084,12,OK,2,3,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q1_FIXED__APPR_REDUCE,NQ,FUNDEDNEXT_FLEX_50K,final,1,1,1,1,1.01,0.0,0.0,REDUCE,1.5,none,none,0.0,none,0.0,10000,0.6318,0.004823160374692096,0.3682,0.0,39.0,56.0,76.0,88.0,0.0026907249129471352,0.03133903133903134,0.11981639759417537,0.3194048749604305,136.0,907.2000000000189,0.0,2500.0,1.5827793605571383,110.7787274453941,FundedNext first_5=69.99 then 79.99; geometric attempts until first pass,CONFIRMED,0.0,9,OK,1,1,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q1_ACCEL2_C70__APPR_REDUCE,NQ,MFFU_RAPID_EOD_50K,final,1,2,1,1,0.7,0.0,0.0,REDUCE,1.5,none,none,0.0,none,0.0,10000,0.6622,0.0047295999830852505,0.3378,0.0,33.0,54.0,78.0,94.94999999999982,0.07686499546964663,0.1556931440652371,0.2758985200845666,0.4540924192086983,115.0,1142.5000000000005,0.0,3000.0,1.5101177891875566,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,11.0458,12,OK,1,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q1_FIXED__APPR_REDUCE,NQ,MFFU_RAPID_EOD_50K,final,1,1,1,1,1.01,0.0,0.0,REDUCE,1.5,none,none,0.0,none,0.0,10000,0.7213,0.004483595766792542,0.2783,0.0004,54.0,78.0,103.0,122.0,0.0002772771384999307,0.006654651323998336,0.03757105226674061,0.1527797033134618,187.0,1102.0000000000018,0.0,3000.0,1.3863856924996534,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,1,1,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
