candidate,direction,entry_fill,entry_theo,entry_ts,exit_px,exit_ts,extras,hold_sec,instrument,mae_points,mfe_points,outcome,points,points_after_cost,r_after_cost,r_multiple,reach_1r,reach_2r,risk_points,signal_hhmm,status,stop,target,target_r,trading_date,year
BULL_STATE_RTH_OPEN_LONG,LONG,9096.0,9095.75,1579185000,9134.25,1579208040,"{""adverse_ticks"": 1.0, ""exit_theo"": 9134.5, ""flatten"": ""15:55""}",23040,NQ,19.5,39.25,TIME_EXIT,38.25,38.05,,,,,,09:30,ENTERED,,,,2020-01-16,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9175.75,9175.5,1579271400,9183.0,1579294440,"{""adverse_ticks"": 1.0, ""exit_theo"": 9183.25, ""flatten"": ""15:55""}",23040,NQ,45.75,8.5,TIME_EXIT,7.25,7.05,,,,,,09:30,ENTERED,,,,2020-01-17,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9154.0,9153.75,1579617000,9171.5,1579640040,"{""adverse_ticks"": 1.0, ""exit_theo"": 9171.75, ""flatten"": ""15:55""}",23040,NQ,2.25,45.75,TIME_EXIT,17.5,17.3,,,,,,09:30,ENTERED,,,,2020-01-21,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9223.5,9223.25,1579703400,9203.75,1579726440,"{""adverse_ticks"": 1.0, ""exit_theo"": 9204.0, ""flatten"": ""15:55""}",23040,NQ,34.0,30.5,TIME_EXIT,-19.75,-19.95,,,,,,09:30,ENTERED,,,,2020-01-22,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9193.25,9193.0,1579789800,9226.25,1579812840,"{""adverse_ticks"": 1.0, ""exit_theo"": 9226.5, ""flatten"": ""15:55""}",23040,NQ,41.5,40.5,TIME_EXIT,33.0,32.8,,,,,,09:30,ENTERED,,,,2020-01-23,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9273.25,9273.0,1579876200,9155.5,1579899240,"{""adverse_ticks"": 1.0, ""exit_theo"": 9155.75, ""flatten"": ""15:55""}",23040,NQ,163.75,10.0,TIME_EXIT,-117.75,-117.95,,,,,,09:30,ENTERED,,,,2020-01-24,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8947.5,8947.25,1580135400,8960.75,1580158440,"{""adverse_ticks"": 1.0, ""exit_theo"": 8961.0, ""flatten"": ""15:55""}",23040,NQ,22.0,63.75,TIME_EXIT,13.25,13.05,,,,,,09:30,ENTERED,,,,2020-01-27,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9024.0,9023.75,1580221800,9100.75,1580244840,"{""adverse_ticks"": 1.0, ""exit_theo"": 9101.0, ""flatten"": ""15:55""}",23040,NQ,23.0,95.5,TIME_EXIT,76.75,76.55,,,,,,09:30,ENTERED,,,,2020-01-28,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9149.25,9149.0,1580308200,9116.25,1580331240,"{""adverse_ticks"": 1.0, ""exit_theo"": 9116.5, ""flatten"": ""15:55""}",23040,NQ,77.0,9.5,TIME_EXIT,-33.0,-33.2,,,,,,09:30,ENTERED,,,,2020-01-29,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9052.0,9051.75,1580394600,9135.75,1580417640,"{""adverse_ticks"": 1.0, ""exit_theo"": 9136.0, ""flatten"": ""15:55""}",23040,NQ,27.5,87.5,TIME_EXIT,83.75,83.55,,,,,,09:30,ENTERED,,,,2020-01-30,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9181.75,9181.5,1580481000,9004.75,1580504040,"{""adverse_ticks"": 1.0, ""exit_theo"": 9005.0, ""flatten"": ""15:55""}",23040,NQ,215.75,2.25,TIME_EXIT,-177.0,-177.2,,,,,,09:30,ENTERED,,,,2020-01-31,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9041.75,9041.5,1580740200,9129.25,1580763240,"{""adverse_ticks"": 1.0, ""exit_theo"": 9129.5, ""flatten"": ""15:55""}",23040,NQ,6.0,114.0,TIME_EXIT,87.5,87.3,,,,,,09:30,ENTERED,,,,2020-02-03,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9258.25,9258.0,1580826600,9338.25,1580849640,"{""adverse_ticks"": 1.0, ""exit_theo"": 9338.5, ""flatten"": ""15:55""}",23040,NQ,31.25,101.5,TIME_EXIT,80.0,79.8,,,,,,09:30,ENTERED,,,,2020-02-04,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9457.25,9457.0,1580913000,9368.25,1580936040,"{""adverse_ticks"": 1.0, ""exit_theo"": 9368.5, ""flatten"": ""15:55""}",23040,NQ,139.5,0.5,TIME_EXIT,-89.0,-89.2,,,,,,09:30,ENTERED,,,,2020-02-05,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9396.75,9396.5,1580999400,9449.25,1581022440,"{""adverse_ticks"": 1.0, ""exit_theo"": 9449.5, ""flatten"": ""15:55""}",23040,NQ,34.25,56.25,TIME_EXIT,52.5,52.3,,,,,,09:30,ENTERED,,,,2020-02-06,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9411.5,9411.25,1581085800,9403.75,1581108840,"{""adverse_ticks"": 1.0, ""exit_theo"": 9404.0, ""flatten"": ""15:55""}",23040,NQ,26.5,52.0,TIME_EXIT,-7.75,-7.95,,,,,,09:30,ENTERED,,,,2020-02-07,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9380.5,9380.25,1581345000,9517.25,1581368040,"{""adverse_ticks"": 1.0, ""exit_theo"": 9517.5, ""flatten"": ""15:55""}",23040,NQ,1.75,138.0,TIME_EXIT,136.75,136.55,,,,,,09:30,ENTERED,,,,2020-02-10,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9577.0,9576.75,1581431400,9534.0,1581454440,"{""adverse_ticks"": 1.0, ""exit_theo"": 9534.25, ""flatten"": ""15:55""}",23040,NQ,75.75,32.5,TIME_EXIT,-43.0,-43.2,,,,,,09:30,ENTERED,,,,2020-02-11,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9580.75,9580.5,1581517800,9622.75,1581540840,"{""adverse_ticks"": 1.0, ""exit_theo"": 9623.0, ""flatten"": ""15:55""}",23040,NQ,21.5,43.25,TIME_EXIT,42.0,41.8,,,,,,09:30,ENTERED,,,,2020-02-12,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9550.0,9549.75,1581604200,9605.25,1581627240,"{""adverse_ticks"": 1.0, ""exit_theo"": 9605.5, ""flatten"": ""15:55""}",23040,NQ,10.75,94.75,TIME_EXIT,55.25,55.05,,,,,,09:30,ENTERED,,,,2020-02-13,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9619.0,9618.75,1581690600,9626.25,1581713640,"{""adverse_ticks"": 1.0, ""exit_theo"": 9626.5, ""flatten"": ""15:55""}",23040,NQ,31.0,23.25,TIME_EXIT,7.25,7.05,,,,,,09:30,ENTERED,,,,2020-02-14,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9584.0,9583.75,1582036200,9637.75,1582059240,"{""adverse_ticks"": 1.0, ""exit_theo"": 9638.0, ""flatten"": ""15:55""}",23040,NQ,9.5,70.5,TIME_EXIT,53.75,53.55,,,,,,09:30,ENTERED,,,,2020-02-18,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9690.5,9690.25,1582122600,9730.5,1582145640,"{""adverse_ticks"": 1.0, ""exit_theo"": 9730.75, ""flatten"": ""15:55""}",23040,NQ,9.0,58.25,TIME_EXIT,40.0,39.8,,,,,,09:30,ENTERED,,,,2020-02-19,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9705.0,9704.75,1582209000,9636.5,1582232040,"{""adverse_ticks"": 1.0, ""exit_theo"": 9636.75, ""flatten"": ""15:55""}",23040,NQ,188.0,21.0,TIME_EXIT,-68.5,-68.7,,,,,,09:30,ENTERED,,,,2020-02-20,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9590.25,9590.0,1582295400,9459.5,1582318440,"{""adverse_ticks"": 1.0, ""exit_theo"": 9459.75, ""flatten"": ""15:55""}",23040,NQ,178.75,14.5,TIME_EXIT,-130.75,-130.95,,,,,,09:30,ENTERED,,,,2020-02-21,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9104.25,9104.0,1582554600,9099.5,1582577640,"{""adverse_ticks"": 1.0, ""exit_theo"": 9099.75, ""flatten"": ""15:55""}",23040,NQ,63.0,98.25,TIME_EXIT,-4.75,-4.95,,,,,,09:30,ENTERED,,,,2020-02-24,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9159.5,9159.25,1582641000,8839.0,1582664040,"{""adverse_ticks"": 1.0, ""exit_theo"": 8839.25, ""flatten"": ""15:55""}",23040,NQ,349.5,31.5,TIME_EXIT,-320.5,-320.7,,,,,,09:30,ENTERED,,,,2020-02-25,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8901.25,8901.0,1583245800,8626.0,1583268840,"{""adverse_ticks"": 1.0, ""exit_theo"": 8626.25, ""flatten"": ""15:55""}",23040,NQ,390.25,101.25,TIME_EXIT,-275.25,-275.45,,,,,,09:30,ENTERED,,,,2020-03-03,2020
BULL_STATE_RTH_OPEN_LONG,LONG,7655.0,7654.75,1585315800,7564.5,1585338840,"{""adverse_ticks"": 1.0, ""exit_theo"": 7564.75, ""flatten"": ""15:55""}",23040,NQ,91.25,145.25,TIME_EXIT,-90.5,-90.7,,,,,,09:30,ENTERED,,,,2020-03-27,2020
BULL_STATE_RTH_OPEN_LONG,LONG,7660.75,7660.5,1585575000,7871.5,1585598040,"{""adverse_ticks"": 1.0, ""exit_theo"": 7871.75, ""flatten"": ""15:55""}",23040,NQ,30.75,223.25,TIME_EXIT,210.75,210.55,,,,,,09:30,ENTERED,,,,2020-03-30,2020
BULL_STATE_RTH_OPEN_LONG,LONG,7845.0,7844.75,1585661400,7804.75,1585684440,"{""adverse_ticks"": 1.0, ""exit_theo"": 7805.0, ""flatten"": ""15:55""}",23040,NQ,97.5,150.0,TIME_EXIT,-40.25,-40.45,,,,,,09:30,ENTERED,,,,2020-03-31,2020
BULL_STATE_RTH_OPEN_LONG,LONG,7565.5,7565.25,1585747800,7467.5,1585770840,"{""adverse_ticks"": 1.0, ""exit_theo"": 7467.75, ""flatten"": ""15:55""}",23040,NQ,161.25,117.5,TIME_EXIT,-98.0,-98.2,,,,,,09:30,ENTERED,,,,2020-04-01,2020
BULL_STATE_RTH_OPEN_LONG,LONG,7798.25,7798.0,1586179800,8084.25,1586202840,"{""adverse_ticks"": 1.0, ""exit_theo"": 8084.5, ""flatten"": ""15:55""}",23040,NQ,48.25,287.25,TIME_EXIT,286.0,285.8,,,,,,09:30,ENTERED,,,,2020-04-06,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8282.75,8282.5,1586266200,8070.25,1586289240,"{""adverse_ticks"": 1.0, ""exit_theo"": 8070.5, ""flatten"": ""15:55""}",23040,NQ,251.5,15.75,TIME_EXIT,-212.5,-212.7,,,,,,09:30,ENTERED,,,,2020-04-07,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8116.0,8115.75,1586352600,8230.75,1586375640,"{""adverse_ticks"": 1.0, ""exit_theo"": 8231.0, ""flatten"": ""15:55""}",23040,NQ,71.5,126.0,TIME_EXIT,114.75,114.55,,,,,,09:30,ENTERED,,,,2020-04-08,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8284.75,8284.5,1586439000,8212.0,1586462040,"{""adverse_ticks"": 1.0, ""exit_theo"": 8212.25, ""flatten"": ""15:55""}",23040,NQ,132.5,41.5,TIME_EXIT,-72.75,-72.95,,,,,,09:30,ENTERED,,,,2020-04-09,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8189.25,8189.0,1586784600,8315.25,1586807640,"{""adverse_ticks"": 1.0, ""exit_theo"": 8315.5, ""flatten"": ""15:55""}",23040,NQ,48.0,144.25,TIME_EXIT,126.0,125.8,,,,,,09:30,ENTERED,,,,2020-04-13,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8487.5,8487.25,1586871000,8676.75,1586894040,"{""adverse_ticks"": 1.0, ""exit_theo"": 8677.0, ""flatten"": ""15:55""}",23040,NQ,30.5,222.5,TIME_EXIT,189.25,189.05,,,,,,09:30,ENTERED,,,,2020-04-14,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8543.5,8543.25,1586957400,8566.5,1586980440,"{""adverse_ticks"": 1.0, ""exit_theo"": 8566.75, ""flatten"": ""15:55""}",23040,NQ,57.0,112.75,TIME_EXIT,23.0,22.8,,,,,,09:30,ENTERED,,,,2020-04-15,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8678.5,8678.25,1587043800,8761.0,1587066840,"{""adverse_ticks"": 1.0, ""exit_theo"": 8761.25, ""flatten"": ""15:55""}",23040,NQ,86.75,107.0,TIME_EXIT,82.5,82.3,,,,,,09:30,ENTERED,,,,2020-04-16,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8849.25,8849.0,1587130200,8820.0,1587153240,"{""adverse_ticks"": 1.0, ""exit_theo"": 8820.25, ""flatten"": ""15:55""}",23040,NQ,159.75,22.25,TIME_EXIT,-29.25,-29.45,,,,,,09:30,ENTERED,,,,2020-04-17,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8737.25,8737.0,1587389400,8729.25,1587412440,"{""adverse_ticks"": 1.0, ""exit_theo"": 8729.5, ""flatten"": ""15:55""}",23040,NQ,23.75,108.75,TIME_EXIT,-8.0,-8.2,,,,,,09:30,ENTERED,,,,2020-04-20,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8630.75,8630.5,1587475800,8380.5,1587498840,"{""adverse_ticks"": 1.0, ""exit_theo"": 8380.75, ""flatten"": ""15:55""}",23040,NQ,288.75,21.25,TIME_EXIT,-250.25,-250.45,,,,,,09:30,ENTERED,,,,2020-04-21,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8568.5,8568.25,1587562200,8679.0,1587585240,"{""adverse_ticks"": 1.0, ""exit_theo"": 8679.25, ""flatten"": ""15:55""}",23040,NQ,34.75,131.5,TIME_EXIT,110.5,110.3,,,,,,09:30,ENTERED,,,,2020-04-22,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8677.0,8676.75,1587648600,8638.25,1587671640,"{""adverse_ticks"": 1.0, ""exit_theo"": 8638.5, ""flatten"": ""15:55""}",23040,NQ,69.5,109.5,TIME_EXIT,-38.75,-38.95,,,,,,09:30,ENTERED,,,,2020-04-23,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8644.75,8644.5,1587735000,8772.0,1587758040,"{""adverse_ticks"": 1.0, ""exit_theo"": 8772.25, ""flatten"": ""15:55""}",23040,NQ,61.75,135.5,TIME_EXIT,127.25,127.05,,,,,,09:30,ENTERED,,,,2020-04-24,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8858.25,8858.0,1587994200,8832.75,1588017240,"{""adverse_ticks"": 1.0, ""exit_theo"": 8833.0, ""flatten"": ""15:55""}",23040,NQ,69.25,18.75,TIME_EXIT,-25.5,-25.7,,,,,,09:30,ENTERED,,,,2020-04-27,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8903.5,8903.25,1588080600,8660.0,1588103640,"{""adverse_ticks"": 1.0, ""exit_theo"": 8660.25, ""flatten"": ""15:55""}",23040,NQ,249.0,1.75,TIME_EXIT,-243.5,-243.7,,,,,,09:30,ENTERED,,,,2020-04-28,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8860.25,8860.0,1588167000,8972.0,1588190040,"{""adverse_ticks"": 1.0, ""exit_theo"": 8972.25, ""flatten"": ""15:55""}",23040,NQ,44.25,154.5,TIME_EXIT,111.75,111.55,,,,,,09:30,ENTERED,,,,2020-04-29,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9016.0,9015.75,1588253400,8979.5,1588276440,"{""adverse_ticks"": 1.0, ""exit_theo"": 8979.75, ""flatten"": ""15:55""}",23040,NQ,110.25,1.5,TIME_EXIT,-36.5,-36.7,,,,,,09:30,ENTERED,,,,2020-04-30,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8791.25,8791.0,1588339800,8690.5,1588362840,"{""adverse_ticks"": 1.0, ""exit_theo"": 8690.75, ""flatten"": ""15:55""}",23040,NQ,119.25,87.75,TIME_EXIT,-100.75,-100.95,,,,,,09:30,ENTERED,,,,2020-05-01,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8671.25,8671.0,1588599000,8802.5,1588622040,"{""adverse_ticks"": 1.0, ""exit_theo"": 8802.75, ""flatten"": ""15:55""}",23040,NQ,20.75,143.75,TIME_EXIT,131.25,131.05,,,,,,09:30,ENTERED,,,,2020-05-04,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8907.5,8907.25,1588685400,8938.75,1588708440,"{""adverse_ticks"": 1.0, ""exit_theo"": 8939.0, ""flatten"": ""15:55""}",23040,NQ,22.75,112.5,TIME_EXIT,31.25,31.05,,,,,,09:30,ENTERED,,,,2020-05-05,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8987.75,8987.5,1588771800,8985.75,1588794840,"{""adverse_ticks"": 1.0, ""exit_theo"": 8986.0, ""flatten"": ""15:55""}",23040,NQ,52.25,68.75,TIME_EXIT,-2.0,-2.2,,,,,,09:30,ENTERED,,,,2020-05-06,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9086.75,9086.5,1588858200,9084.75,1588881240,"{""adverse_ticks"": 1.0, ""exit_theo"": 9085.0, ""flatten"": ""15:55""}",23040,NQ,56.5,39.25,TIME_EXIT,-2.0,-2.2,,,,,,09:30,ENTERED,,,,2020-05-07,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9158.75,9158.5,1588944600,9213.25,1588967640,"{""adverse_ticks"": 1.0, ""exit_theo"": 9213.5, ""flatten"": ""15:55""}",23040,NQ,42.75,61.75,TIME_EXIT,54.5,54.3,,,,,,09:30,ENTERED,,,,2020-05-08,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9157.5,9157.25,1589203800,9305.25,1589226840,"{""adverse_ticks"": 1.0, ""exit_theo"": 9305.5, ""flatten"": ""15:55""}",23040,NQ,10.0,181.5,TIME_EXIT,147.75,147.55,,,,,,09:30,ENTERED,,,,2020-05-11,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9320.25,9320.0,1589290200,9119.0,1589313240,"{""adverse_ticks"": 1.0, ""exit_theo"": 9119.25, ""flatten"": ""15:55""}",23040,NQ,204.75,25.25,TIME_EXIT,-201.25,-201.45,,,,,,09:30,ENTERED,,,,2020-05-12,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9122.25,9122.0,1589376600,8990.0,1589399640,"{""adverse_ticks"": 1.0, ""exit_theo"": 8990.25, ""flatten"": ""15:55""}",23040,NQ,244.0,80.5,TIME_EXIT,-132.25,-132.45,,,,,,09:30,ENTERED,,,,2020-05-13,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8934.5,8934.25,1589463000,9077.5,1589486040,"{""adverse_ticks"": 1.0, ""exit_theo"": 9077.75, ""flatten"": ""15:55""}",23040,NQ,87.5,147.5,TIME_EXIT,143.0,142.8,,,,,,09:30,ENTERED,,,,2020-05-14,2020
BULL_STATE_RTH_OPEN_LONG,LONG,8962.25,8962.0,1589549400,9126.5,1589572440,"{""adverse_ticks"": 1.0, ""exit_theo"": 9126.75, ""flatten"": ""15:55""}",23040,NQ,18.75,170.25,TIME_EXIT,164.25,164.05,,,,,,09:30,ENTERED,,,,2020-05-15,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9269.0,9268.75,1589808600,9353.25,1589831640,"{""adverse_ticks"": 1.0, ""exit_theo"": 9353.5, ""flatten"": ""15:55""}",23040,NQ,32.5,92.5,TIME_EXIT,84.25,84.05,,,,,,09:30,ENTERED,,,,2020-05-18,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9327.0,9326.75,1589895000,9306.25,1589918040,"{""adverse_ticks"": 1.0, ""exit_theo"": 9306.5, ""flatten"": ""15:55""}",23040,NQ,25.0,89.5,TIME_EXIT,-20.75,-20.95,,,,,,09:30,ENTERED,,,,2020-05-19,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9402.25,9402.0,1589981400,9474.0,1590004440,"{""adverse_ticks"": 1.0, ""exit_theo"": 9474.25, ""flatten"": ""15:55""}",23040,NQ,0.25,94.75,TIME_EXIT,71.75,71.55,,,,,,09:30,ENTERED,,,,2020-05-20,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9483.75,9483.5,1590067800,9373.0,1590090840,"{""adverse_ticks"": 1.0, ""exit_theo"": 9373.25, ""flatten"": ""15:55""}",23040,NQ,128.75,27.0,TIME_EXIT,-110.75,-110.95,,,,,,09:30,ENTERED,,,,2020-05-21,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9358.5,9358.25,1590154200,9400.0,1590177240,"{""adverse_ticks"": 1.0, ""exit_theo"": 9400.25, ""flatten"": ""15:55""}",23040,NQ,38.75,59.25,TIME_EXIT,41.5,41.3,,,,,,09:30,ENTERED,,,,2020-05-22,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9559.0,9558.75,1590499800,9378.5,1590522840,"{""adverse_ticks"": 1.0, ""exit_theo"": 9378.75, ""flatten"": ""15:55""}",23040,NQ,186.0,10.75,TIME_EXIT,-180.5,-180.7,,,,,,09:30,ENTERED,,,,2020-05-26,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9361.5,9361.25,1590586200,9423.75,1590609240,"{""adverse_ticks"": 1.0, ""exit_theo"": 9424.0, ""flatten"": ""15:55""}",23040,NQ,189.0,73.5,TIME_EXIT,62.25,62.05,,,,,,09:30,ENTERED,,,,2020-05-27,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9383.25,9383.0,1590672600,9402.0,1590695640,"{""adverse_ticks"": 1.0, ""exit_theo"": 9402.25, ""flatten"": ""15:55""}",23040,NQ,1.0,182.25,TIME_EXIT,18.75,18.55,,,,,,09:30,ENTERED,,,,2020-05-28,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9441.75,9441.5,1590759000,9562.25,1590782040,"{""adverse_ticks"": 1.0, ""exit_theo"": 9562.5, ""flatten"": ""15:55""}",23040,NQ,69.75,123.5,TIME_EXIT,120.5,120.3,,,,,,09:30,ENTERED,,,,2020-05-29,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9520.5,9520.25,1591018200,9594.5,1591041240,"{""adverse_ticks"": 1.0, ""exit_theo"": 9594.75, ""flatten"": ""15:55""}",23040,NQ,14.75,85.25,TIME_EXIT,74.0,73.8,,,,,,09:30,ENTERED,,,,2020-06-01,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9604.5,9604.25,1591104600,9642.75,1591127640,"{""adverse_ticks"": 1.0, ""exit_theo"": 9643.0, ""flatten"": ""15:55""}",23040,NQ,99.75,38.5,TIME_EXIT,38.25,38.05,,,,,,09:30,ENTERED,,,,2020-06-02,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9677.5,9677.25,1591191000,9706.75,1591214040,"{""adverse_ticks"": 1.0, ""exit_theo"": 9707.0, ""flatten"": ""15:55""}",23040,NQ,36.75,50.75,TIME_EXIT,29.25,29.05,,,,,,09:30,ENTERED,,,,2020-06-03,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9681.5,9681.25,1591277400,9608.0,1591300440,"{""adverse_ticks"": 1.0, ""exit_theo"": 9608.25, ""flatten"": ""15:55""}",23040,NQ,109.25,61.0,TIME_EXIT,-73.5,-73.7,,,,,,09:30,ENTERED,,,,2020-06-04,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9671.0,9670.75,1591363800,9810.25,1591386840,"{""adverse_ticks"": 1.0, ""exit_theo"": 9810.5, ""flatten"": ""15:55""}",23040,NQ,17.75,175.25,TIME_EXIT,139.25,139.05,,,,,,09:30,ENTERED,,,,2020-06-05,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9809.75,9809.5,1591623000,9886.25,1591646040,"{""adverse_ticks"": 1.0, ""exit_theo"": 9886.5, ""flatten"": ""15:55""}",23040,NQ,62.75,87.0,TIME_EXIT,76.5,76.3,,,,,,09:30,ENTERED,,,,2020-06-08,2020
BULL_STATE_RTH_OPEN_LONG,LONG,9857.75,9857.5,1591709400,9962.75,1591732440,"{""adverse_ticks"": 1.0, ""exit_theo"": 9963.0, ""flatten"": ""15:55""}",23040,NQ,5.75,147.5,TIME_EXIT,105.0,104.8,,,,,,09:30,ENTERED,,,,2020-06-09,2020
